age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
27.0,Blue-Collar,Single,Secondary,No,317.0,Yes,No,Cellular,20,May,16.0,6,-1,0,New_customer,0
31.0,Blue-Collar,Single,Primary,No,2369.0,Yes,No,Cellular,18,May,87.0,1,-1,0,New_customer,0
36.0,Admin,Divorced,Tertiary,No,125.0,Yes,No,Cellular,26,May,172.0,1,-1,0,New_customer,0
44.0,Blue-Collar,Married,Primary,No,6.0,No,No,Cellular,10,Jul,338.0,6,-1,0,New_customer,0
34.0,Blue-Collar,Married,Primary,No,4087.0,Yes,No,Cellular,20,Apr,423.0,5,-1,0,New_customer,0
32.0,Housemaid,Married,Primary,No,51.0,Yes,No,Cellular,12,May,324.0,1,-1,0,New_customer,0
52.0,Management,Married,Secondary,No,0.0,Yes,Yes,Cellular,27,May,62.0,6,-1,0,New_customer,0
60.0,Retired,Divorced,Primary,No,-79.0,Yes,Yes,Cellular,29,Jan,192.0,1,-1,0,New_customer,0
30.0,Services,Single,Secondary,No,1881.0,No,Yes,Cellular,26,Jun,29.0,1,-1,0,New_customer,0
48.0,Blue-Collar,Married,Primary,No,456.0,Yes,Yes,Cellular,19,May,289.0,1,-1,0,New_customer,0
39.0,Management,Married,Primary,No,1873.0,No,No,Cellular,9,Jun,161.0,2,-1,0,New_customer,0
59.0,Management,Divorced,Tertiary,No,0.0,Yes,No,Cellular,31,Jul,52.0,6,-1,0,New_customer,0
42.0,Admin,Married,Secondary,No,445.0,Yes,No,Cellular,7,May,202.0,2,-1,0,New_customer,0
77.0,Retired,Married,Secondary,No,2123.0,No,No,Telephone,4,Feb,141.0,4,-1,0,New_customer,0
29.0,Technician,Married,Secondary,No,767.0,Yes,No,Cellular,5,Feb,253.0,1,-1,0,New_customer,0
49.0,Technician,Divorced,Secondary,No,229.0,No,No,Cellular,8,Aug,219.0,2,-1,0,New_customer,0
57.0,Retired,Married,Secondary,No,3783.0,Yes,No,Cellular,6,Jun,198.0,3,-1,0,New_customer,0
37.0,Blue-Collar,Married,Secondary,No,140.0,Yes,Yes,Cellular,7,May,490.0,1,-1,0,New_customer,0
35.0,Technician,Married,Secondary,No,6.0,Yes,No,Cellular,11,May,204.0,2,348,2,Failure,0
63.0,Retired,Divorced,Secondary,No,859.0,No,No,Cellular,13,Feb,92.0,1,-1,0,New_customer,0
37.0,Technician,Married,Secondary,No,261.0,No,No,Cellular,29,Aug,301.0,4,-1,0,New_customer,0
37.0,Services,Married,Secondary,No,50.0,Yes,No,Cellular,8,May,352.0,3,-1,0,New_customer,0
52.0,Admin,Married,Secondary,No,-462.0,Yes,No,Cellular,9,Feb,172.0,5,-1,0,New_customer,0
60.0,Retired,Married,Secondary,No,0.0,No,No,Cellular,5,Aug,143.0,3,-1,0,New_customer,0
36.0,Technician,Married,Secondary,No,283.0,Yes,Yes,Cellular,27,Jun,56.0,2,-1,0,New_customer,0
48.0,Self-Employed,Married,Secondary,No,91.0,No,No,Cellular,21,Aug,136.0,6,-1,0,New_customer,0
47.0,Entrepreneur,Married,Tertiary,No,0.0,No,No,Telephone,18,Nov,103.0,2,-1,0,New_customer,0
56.0,Management,Divorced,Tertiary,No,442.0,No,No,Cellular,28,May,77.0,3,-1,0,New_customer,0
45.0,Blue-Collar,Married,Secondary,No,0.0,No,No,Cellular,30,Jul,25.0,2,-1,0,New_customer,0
53.0,Housemaid,Married,Secondary,No,1182.0,Yes,No,Cellular,7,Sep,82.0,1,293,1,Failure,0
56.0,Blue-Collar,Married,Secondary,No,316.0,Yes,No,Cellular,19,May,27.0,1,-1,0,New_customer,0
59.0,Technician,Married,Secondary,No,316.0,No,No,Cellular,14,Aug,200.0,4,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,402.0,No,No,Cellular,26,May,147.0,1,-1,0,New_customer,0
45.0,Unemployed,Single,Primary,No,4087.0,No,No,Cellular,8,Jul,286.0,2,-1,0,New_customer,0
32.0,Technician,Married,Secondary,No,102.0,Yes,No,Cellular,21,May,12.0,6,-1,0,New_customer,0
60.0,Self-Employed,Married,Secondary,No,0.0,No,No,Cellular,6,Jun,97.0,1,-1,0,New_customer,0
54.0,Blue-Collar,Divorced,Secondary,No,615.0,No,Yes,Cellular,20,Nov,230.0,1,-1,0,New_customer,0
41.0,Services,Married,Secondary,No,0.0,Yes,No,Cellular,5,May,114.0,2,-1,0,New_customer,0
44.0,Blue-Collar,Married,Secondary,No,3060.0,Yes,No,Cellular,20,Apr,87.0,2,151,3,Failure,0
40.0,Technician,Married,Secondary,No,990.0,Yes,No,Cellular,6,Feb,252.0,3,-1,0,New_customer,0
40.0,Services,Divorced,Primary,No,1937.0,Yes,No,Cellular,2,Jun,86.0,1,-1,0,New_customer,0
29.0,Technician,Married,Secondary,No,428.0,No,No,Cellular,14,Jul,131.0,4,-1,0,New_customer,0
28.0,Technician,Married,Secondary,No,655.0,Yes,No,Cellular,9,May,179.0,2,-1,0,New_customer,0
35.0,Management,Married,Tertiary,No,16.0,No,No,Cellular,19,Nov,185.0,1,-1,0,New_customer,0
33.0,Management,Married,Tertiary,No,2044.0,Yes,No,Cellular,15,May,102.0,3,177,1,Failure,0
33.0,Management,Single,Tertiary,No,20.0,No,No,Cellular,21,Aug,329.0,2,-1,0,New_customer,0
50.0,Retired,Married,Primary,No,29.0,No,No,Cellular,20,Jun,135.0,5,-1,0,New_customer,0
56.0,Management,Married,Primary,No,-155.0,Yes,No,Cellular,17,Nov,282.0,1,-1,0,New_customer,0
37.0,Management,Single,Tertiary,No,340.0,No,No,Cellular,11,Aug,90.0,4,-1,0,New_customer,0
53.0,Technician,Married,Secondary,No,1776.0,No,No,Cellular,18,Jun,443.0,6,-1,0,New_customer,0
27.0,Blue-Collar,Single,Secondary,No,23.0,No,No,Cellular,26,Feb,590.0,2,-1,0,New_customer,0
46.0,Technician,Married,Secondary,No,863.0,Yes,No,Cellular,3,Feb,67.0,3,-1,0,New_customer,0
36.0,Blue-Collar,Divorced,Secondary,No,4087.0,No,Yes,Cellular,15,Jul,106.0,6,-1,0,New_customer,0
37.0,Admin,Married,Secondary,No,1049.0,No,No,Cellular,31,Jul,126.0,5,-1,0,New_customer,0
28.0,Admin,Married,Tertiary,No,174.0,Yes,Yes,Cellular,11,Feb,56.0,1,184,2,Failure,0
40.0,Blue-Collar,Married,Primary,No,137.0,No,Yes,Cellular,10,Jul,214.0,1,-1,0,New_customer,0
48.0,Blue-Collar,Married,Primary,No,783.0,No,Yes,Cellular,6,Aug,90.0,2,-1,0,New_customer,0
46.0,Services,Married,Primary,No,116.0,Yes,No,Cellular,18,May,267.0,4,341,3,Failure,0
39.0,Technician,Married,Primary,No,2118.0,Yes,No,Cellular,17,Apr,266.0,2,-1,0,New_customer,0
37.0,Management,Single,Tertiary,No,4087.0,Yes,No,Cellular,18,May,28.0,2,-1,0,New_customer,0
26.0,Admin,Single,Secondary,No,141.0,Yes,No,Cellular,18,May,19.0,4,349,6,Other,0
35.0,Blue-Collar,Divorced,Primary,No,13.0,No,Yes,Cellular,9,Jul,364.0,1,-1,0,New_customer,0
37.0,Management,Single,Tertiary,No,0.0,No,No,Cellular,7,Jul,643.0,3,-1,0,New_customer,0
32.0,Entrepreneur,Married,Secondary,No,1996.0,Yes,No,Cellular,18,Nov,271.0,1,-1,0,New_customer,0
31.0,Admin,Single,Secondary,No,1129.0,Yes,No,Cellular,18,May,145.0,3,-1,0,New_customer,0
36.0,Housemaid,Single,Tertiary,No,561.0,No,No,Cellular,6,Jun,274.0,2,-1,0,New_customer,0
36.0,Management,Married,Tertiary,No,539.0,No,No,Cellular,11,Aug,176.0,1,-1,0,New_customer,0
38.0,Services,Married,Secondary,No,-349.0,Yes,No,Cellular,20,Apr,111.0,2,328,5,Failure,0
45.0,Admin,Married,Secondary,No,4087.0,No,No,Cellular,22,May,119.0,1,-1,0,New_customer,0
58.0,Housemaid,Married,Tertiary,No,497.0,No,No,Cellular,11,Jun,138.0,5,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,362.0,Yes,No,Cellular,30,May,38.0,3,-1,0,New_customer,0
51.0,Blue-Collar,Married,Primary,No,4087.0,Yes,No,Cellular,15,May,276.0,3,-1,0,New_customer,0
38.0,Technician,Single,Tertiary,No,2496.0,No,No,Cellular,17,Jun,193.0,1,-1,0,New_customer,0
73.0,Retired,Married,Secondary,No,2850.0,No,No,Cellular,8,Oct,512.0,1,144,7,Failure,0
57.0,Technician,Married,Primary,No,0.0,No,No,Cellular,5,Jun,58.0,6,-1,0,New_customer,0
45.0,Management,Married,Tertiary,No,1199.0,No,No,Telephone,3,Feb,221.0,2,-1,0,New_customer,0
34.0,Technician,Divorced,Tertiary,No,66.0,No,Yes,Cellular,5,Feb,102.0,1,170,2,Failure,0
48.0,Admin,Married,Secondary,No,3756.0,No,No,Cellular,14,Aug,65.0,6,-1,0,New_customer,0
39.0,Blue-Collar,Single,Secondary,No,1170.0,No,No,Cellular,6,Jun,383.0,1,-1,0,New_customer,0
35.0,Technician,Married,Tertiary,No,944.0,No,No,Cellular,8,Aug,351.0,2,-1,0,New_customer,0
58.0,Management,Divorced,Tertiary,No,50.0,Yes,No,Cellular,3,Jun,109.0,4,-1,0,New_customer,0
36.0,Management,Single,Tertiary,No,171.0,No,No,Cellular,17,Jun,398.0,4,-1,0,New_customer,0
43.0,Services,Married,Secondary,No,122.0,Yes,No,Cellular,5,May,355.0,2,-1,0,New_customer,0
34.0,Blue-Collar,Divorced,Secondary,No,1780.0,Yes,No,Cellular,2,Jun,187.0,6,-1,0,New_customer,0
52.0,Technician,Married,Secondary,No,136.0,No,No,Cellular,28,Aug,88.0,5,-1,0,New_customer,0
36.0,Management,Married,Secondary,No,179.0,No,No,Cellular,8,Aug,14.0,6,-1,0,New_customer,0
32.0,Blue-Collar,Single,Secondary,No,232.0,No,No,Cellular,13,Dec,232.0,1,-1,0,New_customer,0
23.0,Student,Single,Tertiary,No,82.0,No,No,Cellular,4,May,289.0,4,-1,0,New_customer,0
57.0,Blue-Collar,Married,Primary,No,630.0,Yes,No,Cellular,29,May,52.0,1,-1,0,New_customer,0
43.0,Blue-Collar,Married,Primary,Yes,1202.0,No,No,Cellular,30,May,295.0,1,-1,0,New_customer,0
33.0,Admin,Single,Tertiary,No,867.0,Yes,No,Cellular,14,Apr,247.0,1,-1,0,New_customer,0
45.0,Management,Divorced,Tertiary,No,4087.0,No,No,Cellular,29,Jul,103.0,2,-1,0,New_customer,0
31.0,Admin,Single,Secondary,No,-422.0,Yes,No,Cellular,18,May,64.0,2,329,15,Other,0
41.0,Self-Employed,Single,Secondary,No,426.0,Yes,No,Cellular,19,Jun,75.0,1,-1,0,New_customer,0
47.0,Management,Divorced,Tertiary,No,107.0,No,No,Cellular,15,May,246.0,1,-1,0,New_customer,0
39.0,Services,Divorced,Secondary,Yes,-96.0,Yes,Yes,Telephone,12,May,38.0,6,-1,0,New_customer,0
47.0,Blue-Collar,Married,Secondary,No,581.0,Yes,No,Cellular,26,Aug,79.0,6,-1,0,New_customer,0
57.0,Technician,Married,Secondary,No,402.0,Yes,No,Cellular,6,May,153.0,3,-1,0,New_customer,0
52.0,Blue-Collar,Married,Secondary,No,555.0,Yes,No,Cellular,12,May,314.0,2,-1,0,New_customer,0
45.0,Admin,Married,Secondary,No,67.0,No,No,Cellular,5,Feb,326.0,2,-1,0,New_customer,0
42.0,Management,Married,Tertiary,No,72.0,Yes,No,Cellular,20,Apr,124.0,2,348,3,Failure,0
32.0,Self-Employed,Married,Secondary,No,1942.0,Yes,No,Cellular,30,May,84.0,6,-1,0,New_customer,0
31.0,Technician,Single,Secondary,No,373.0,No,No,Cellular,22,Aug,346.0,5,-1,0,New_customer,0
25.0,Blue-Collar,Single,Secondary,No,84.0,Yes,No,Cellular,18,May,6.0,2,-1,0,New_customer,0
30.0,Technician,Married,Secondary,No,394.0,No,No,Cellular,22,Aug,216.0,6,-1,0,New_customer,0
33.0,Blue-Collar,Married,Primary,No,925.0,No,No,Cellular,20,Nov,884.0,3,-1,0,New_customer,0
29.0,Blue-Collar,Married,Secondary,No,0.0,Yes,No,Cellular,11,May,116.0,6,-1,0,New_customer,0
55.0,Retired,Married,Secondary,No,4087.0,No,No,Cellular,30,Apr,534.0,1,-1,0,New_customer,0
51.0,Admin,Married,Secondary,No,4087.0,Yes,No,Cellular,30,May,556.0,1,-1,0,New_customer,0
68.0,Retired,Married,Secondary,No,4087.0,Yes,No,Cellular,28,Apr,318.0,2,-1,0,New_customer,0
29.0,Services,Single,Secondary,No,887.0,No,No,Cellular,4,Feb,343.0,1,-1,0,New_customer,0
35.0,Self-Employed,Married,Secondary,No,598.0,Yes,No,Cellular,20,Apr,245.0,1,-1,0,New_customer,0
38.0,Technician,Married,Secondary,No,1.0,Yes,No,Cellular,21,Nov,57.0,5,199,1,Success,0
39.0,Management,Divorced,Secondary,No,4087.0,Yes,No,Cellular,20,Nov,141.0,4,-1,0,New_customer,0
47.0,Technician,Married,Tertiary,No,2155.0,No,No,Cellular,20,Jun,178.0,3,-1,0,New_customer,0
22.0,Management,Single,Tertiary,No,760.0,No,No,Telephone,7,Dec,6.0,1,-1,0,New_customer,0
44.0,Admin,Married,Secondary,No,1248.0,Yes,Yes,Cellular,8,May,428.0,3,-1,0,New_customer,0
38.0,Technician,Single,Tertiary,No,4087.0,Yes,No,Cellular,20,Nov,370.0,1,184,1,Failure,0
56.0,Services,Divorced,Secondary,No,191.0,No,No,Cellular,23,Jul,335.0,3,-1,0,New_customer,0
56.0,Management,Married,Secondary,No,230.0,No,No,Cellular,9,May,73.0,4,-1,0,New_customer,0
54.0,Management,Divorced,Tertiary,No,4087.0,No,No,Cellular,11,Mar,275.0,2,-1,0,New_customer,0
39.0,Services,Married,Secondary,No,1970.0,Yes,No,Cellular,8,Jun,30.0,1,404,2,Success,0
36.0,Blue-Collar,Married,Secondary,No,3935.0,Yes,Yes,Cellular,27,May,220.0,6,-1,0,New_customer,0
42.0,Admin,Married,Secondary,No,437.0,Yes,No,Cellular,11,Aug,120.0,3,190,1,Failure,0
51.0,Technician,Divorced,Secondary,No,2323.0,Yes,Yes,Cellular,18,Aug,151.0,6,-1,0,New_customer,0
32.0,Management,Married,Tertiary,No,2213.0,No,No,Cellular,29,Jan,125.0,2,154,7,Failure,0
31.0,Management,Married,Tertiary,No,84.0,No,Yes,Cellular,1,Jul,143.0,1,-1,0,New_customer,0
23.0,Technician,Single,Secondary,No,4087.0,No,No,Cellular,3,Jun,200.0,1,-1,0,New_customer,0
21.0,Student,Single,Secondary,No,200.0,No,No,Cellular,1,Jun,8.0,1,-1,0,New_customer,0
45.0,Admin,Single,Secondary,No,206.0,Yes,No,Cellular,5,May,193.0,1,-1,0,New_customer,0
51.0,Technician,Married,Secondary,No,2937.0,No,No,Telephone,21,Nov,30.0,3,-1,0,New_customer,0
36.0,Unemployed,Single,Tertiary,No,221.0,No,No,Cellular,3,Feb,225.0,4,-1,0,New_customer,0
56.0,Blue-Collar,Married,Secondary,No,1521.0,Yes,Yes,Cellular,21,Nov,19.0,2,179,3,Other,0
41.0,Technician,Married,Secondary,No,102.0,Yes,Yes,Cellular,14,May,387.0,6,-1,0,New_customer,0
57.0,Retired,Married,Secondary,No,519.0,Yes,No,Cellular,3,Jun,393.0,3,-1,0,New_customer,0
55.0,Blue-Collar,Married,Secondary,No,660.0,No,No,Cellular,5,Jun,348.0,1,-1,0,New_customer,0
34.0,Management,Divorced,Tertiary,No,500.0,Yes,No,Cellular,29,May,399.0,1,-1,0,New_customer,0
32.0,Admin,Married,Secondary,No,1661.0,Yes,No,Cellular,5,Feb,76.0,1,209,2,Failure,0
41.0,Blue-Collar,Single,Secondary,No,961.0,Yes,No,Cellular,29,May,117.0,1,-1,0,New_customer,0
32.0,Admin,Divorced,Secondary,No,-273.0,Yes,No,Cellular,5,May,64.0,1,-1,0,New_customer,0
53.0,Management,Married,Tertiary,No,4087.0,No,No,Cellular,6,Jun,82.0,3,-1,0,New_customer,0
43.0,Blue-Collar,Married,Secondary,No,285.0,Yes,No,Cellular,15,May,22.0,6,-1,0,New_customer,0
27.0,Services,Married,Secondary,No,221.0,No,Yes,Cellular,7,Jul,554.0,1,-1,0,New_customer,0
48.0,Technician,Single,Secondary,No,479.0,No,No,Cellular,20,May,148.0,5,-1,0,New_customer,0
33.0,Services,Single,Tertiary,No,1595.0,Yes,No,Cellular,26,May,296.0,1,-1,0,New_customer,0
41.0,Management,Married,Tertiary,No,65.0,Yes,No,Cellular,6,May,524.0,2,-1,0,New_customer,0
33.0,Admin,Married,Tertiary,No,640.0,No,No,Cellular,24,Jul,318.0,1,-1,0,New_customer,0
25.0,Management,Single,Tertiary,No,490.0,No,No,Cellular,7,Sep,394.0,1,-1,0,New_customer,0
38.0,Management,Married,Tertiary,No,1440.0,No,No,Cellular,11,Aug,111.0,2,-1,0,New_customer,0
43.0,Self-Employed,Married,Secondary,No,918.0,Yes,No,Cellular,6,May,193.0,1,-1,0,New_customer,0
56.0,Management,Single,Tertiary,No,4087.0,Yes,Yes,Cellular,29,Jan,134.0,1,196,1,Failure,0
28.0,Services,Married,Secondary,No,4.0,Yes,No,Cellular,27,Jun,133.0,5,-1,0,New_customer,0
52.0,Self-Employed,Married,Tertiary,No,2289.0,Yes,Yes,Cellular,21,Nov,81.0,1,-1,0,New_customer,0
32.0,Management,Single,Tertiary,No,131.0,No,No,Cellular,3,Jun,267.0,3,-1,0,New_customer,0
33.0,Services,Single,Secondary,No,1852.0,No,No,Telephone,25,Feb,371.0,1,204,3,Other,0
31.0,Technician,Single,Tertiary,No,-749.0,Yes,Yes,Cellular,29,Jul,82.0,4,-1,0,New_customer,0
54.0,Technician,Married,Secondary,No,719.0,Yes,No,Cellular,2,Feb,242.0,1,264,1,Failure,0
36.0,Technician,Married,Secondary,No,4087.0,No,No,Cellular,2,Apr,320.0,1,134,2,Failure,0
40.0,Admin,Single,Secondary,No,664.0,No,No,Cellular,19,Nov,188.0,2,121,2,Success,0
32.0,Admin,Single,Tertiary,No,291.0,No,No,Telephone,28,Jan,223.0,6,275,5,Other,0
27.0,Student,Single,Tertiary,No,24.0,Yes,No,Cellular,2,Feb,344.0,2,-1,0,New_customer,0
42.0,Technician,Single,Secondary,No,823.0,Yes,No,Cellular,28,Jan,137.0,1,-1,0,New_customer,0
30.0,Management,Married,Tertiary,No,1235.0,Yes,No,Cellular,28,Jul,104.0,3,-1,0,New_customer,0
43.0,Technician,Single,Secondary,No,1195.0,Yes,No,Cellular,15,May,516.0,6,-1,0,New_customer,0
44.0,Management,Married,Tertiary,No,21.0,No,No,Cellular,24,Aug,323.0,2,-1,0,New_customer,0
46.0,Technician,Married,Secondary,No,363.0,Yes,No,Cellular,6,Aug,209.0,3,-1,0,New_customer,0
36.0,Blue-Collar,Single,Secondary,No,0.0,No,No,Cellular,19,Jun,238.0,1,-1,0,New_customer,0
44.0,Blue-Collar,Single,Primary,No,0.0,Yes,No,Cellular,24,Jul,184.0,1,-1,0,New_customer,0
30.0,Management,Single,Tertiary,No,136.0,Yes,No,Cellular,23,May,152.0,1,-1,0,New_customer,0
34.0,Admin,Single,Secondary,No,846.0,Yes,No,Cellular,17,Apr,758.0,2,-1,0,New_customer,0
20.0,Student,Single,Primary,No,0.0,No,No,Cellular,1,Feb,143.0,5,91,8,Failure,0
31.0,Services,Married,Secondary,No,505.0,No,No,Cellular,11,Jul,773.0,3,-1,0,New_customer,0
34.0,Blue-Collar,Married,Primary,No,3986.0,Yes,No,Cellular,17,Apr,345.0,2,-1,0,New_customer,0
27.0,Technician,Single,Tertiary,No,4087.0,No,No,Telephone,25,May,281.0,5,101,1,Success,0
47.0,Management,Married,Primary,Yes,145.0,No,Yes,Cellular,1,Jul,163.0,1,-1,0,New_customer,0
56.0,Management,Divorced,Tertiary,No,2037.0,No,No,Cellular,6,May,160.0,1,91,5,Success,0
45.0,Technician,Divorced,Secondary,No,441.0,Yes,No,Cellular,2,Feb,535.0,1,-1,0,New_customer,0
35.0,Blue-Collar,Married,Primary,No,105.0,Yes,No,Cellular,8,May,369.0,2,-1,0,New_customer,0
32.0,Technician,Married,Secondary,No,465.0,Yes,No,Cellular,12,May,210.0,2,-1,0,New_customer,0
44.0,Entrepreneur,Married,Secondary,No,320.0,Yes,Yes,Cellular,5,Feb,269.0,3,234,2,Other,0
38.0,Services,Married,Secondary,No,-762.0,Yes,Yes,Cellular,30,May,408.0,2,-1,0,New_customer,0
32.0,Management,Single,Tertiary,No,316.0,Yes,No,Cellular,29,Jan,215.0,3,-1,0,New_customer,0
58.0,Admin,Married,Secondary,No,903.0,No,No,Cellular,28,Jan,56.0,1,-1,0,New_customer,0
35.0,Management,Single,Tertiary,No,123.0,Yes,No,Cellular,9,May,83.0,3,-1,0,New_customer,0
40.0,Blue-Collar,Married,Secondary,No,273.0,Yes,No,Cellular,19,Jun,1033.0,1,-1,0,New_customer,0
36.0,Technician,Married,Secondary,No,1345.0,Yes,No,Cellular,30,May,231.0,3,-1,0,New_customer,0
52.0,Blue-Collar,Married,Secondary,No,1027.0,No,No,Cellular,23,Jul,59.0,1,-1,0,New_customer,0
35.0,Technician,Single,Secondary,No,1855.0,Yes,No,Cellular,7,May,138.0,1,-1,0,New_customer,0
38.0,Services,Single,Secondary,No,1315.0,No,No,Cellular,20,Jun,23.0,6,-1,0,New_customer,0
43.0,Admin,Married,Secondary,No,59.0,Yes,No,Cellular,15,Jul,60.0,3,-1,0,New_customer,0
43.0,Admin,Married,Secondary,No,2682.0,No,No,Cellular,30,Jul,103.0,6,-1,0,New_customer,0
35.0,Management,Married,Tertiary,No,2682.0,Yes,No,Cellular,9,Jul,156.0,1,-1,0,New_customer,0
40.0,Services,Married,Secondary,No,3164.0,Yes,No,Cellular,3,Apr,329.0,2,-1,0,New_customer,0
49.0,Technician,Divorced,Secondary,No,342.0,No,Yes,Cellular,19,Nov,58.0,3,-1,0,New_customer,0
35.0,Services,Single,Secondary,No,1742.0,Yes,No,Cellular,31,Jul,39.0,2,-1,0,New_customer,0
42.0,Technician,Divorced,Secondary,No,-106.0,Yes,No,Cellular,29,May,95.0,1,-1,0,New_customer,0
29.0,Unemployed,Single,Secondary,No,67.0,No,No,Cellular,28,Jan,330.0,2,-1,0,New_customer,0
26.0,Technician,Single,Secondary,No,430.0,No,No,Cellular,5,Feb,450.0,2,-1,0,New_customer,0
44.0,Blue-Collar,Single,Primary,No,-234.0,Yes,Yes,Cellular,15,May,71.0,3,347,1,Failure,0
29.0,Management,Single,Tertiary,No,0.0,Yes,No,Cellular,13,May,155.0,1,351,1,Failure,0
36.0,Blue-Collar,Married,Secondary,No,-206.0,Yes,No,Cellular,8,May,177.0,2,-1,0,New_customer,0
30.0,Technician,Single,Secondary,No,656.0,No,Yes,Cellular,4,Jul,523.0,1,-1,0,New_customer,0
52.0,Retired,Married,Secondary,No,603.0,No,Yes,Cellular,9,Jun,79.0,1,-1,0,New_customer,0
55.0,Admin,Married,Secondary,No,1102.0,Yes,No,Cellular,15,May,126.0,2,-1,0,New_customer,0
30.0,Services,Single,Secondary,No,117.0,No,No,Cellular,28,Jan,135.0,1,-1,0,New_customer,0
29.0,Technician,Single,Secondary,No,-13.0,Yes,No,Cellular,14,May,512.0,3,-1,0,New_customer,0
27.0,Admin,Single,Tertiary,No,1993.0,Yes,No,Cellular,5,May,102.0,5,-1,0,New_customer,0
58.0,Retired,Divorced,Secondary,No,4087.0,Yes,No,Cellular,21,Nov,96.0,1,121,1,Failure,0
33.0,Services,Married,Secondary,No,881.0,Yes,No,Cellular,21,May,67.0,5,-1,0,New_customer,0
48.0,Admin,Married,Secondary,No,0.0,Yes,No,Cellular,17,Jul,109.0,4,-1,0,New_customer,0
39.0,Housemaid,Married,Secondary,No,953.0,No,No,Cellular,30,Jan,23.0,6,232,3,Other,0
55.0,Blue-Collar,Married,Primary,No,781.0,Yes,No,Cellular,3,Feb,112.0,3,270,2,Failure,0
40.0,Blue-Collar,Single,Primary,No,1530.0,Yes,No,Cellular,20,Apr,8.0,3,315,1,Failure,0
33.0,Management,Single,Tertiary,No,2667.0,Yes,No,Cellular,18,May,57.0,1,180,3,Failure,0
56.0,Admin,Married,Secondary,No,4087.0,No,No,Cellular,19,Jun,74.0,1,-1,0,New_customer,0
42.0,Blue-Collar,Married,Secondary,No,1468.0,Yes,No,Cellular,28,May,136.0,1,-1,0,New_customer,0
43.0,Blue-Collar,Married,Primary,No,0.0,Yes,No,Cellular,9,Jul,132.0,1,-1,0,New_customer,0
41.0,Management,Married,Tertiary,No,144.0,No,No,Cellular,27,Feb,123.0,3,-1,0,New_customer,0
58.0,Admin,Single,Secondary,No,247.0,No,Yes,Cellular,20,Jun,66.0,6,-1,0,New_customer,0
29.0,Blue-Collar,Married,Primary,No,258.0,Yes,No,Cellular,26,May,130.0,1,-1,0,New_customer,0
38.0,Management,Married,Tertiary,No,595.0,Yes,No,Cellular,18,Nov,70.0,1,-1,0,New_customer,0
49.0,Blue-Collar,Divorced,Secondary,Yes,259.0,No,No,Cellular,16,May,283.0,2,-1,0,New_customer,0
55.0,Self-Employed,Married,Secondary,No,2408.0,No,No,Telephone,9,Apr,327.0,2,140,1,Failure,0
53.0,Management,Married,Tertiary,No,1356.0,Yes,No,Cellular,5,Aug,397.0,2,93,2,Failure,0
56.0,Admin,Married,Secondary,No,292.0,Yes,No,Cellular,28,May,228.0,6,-1,0,New_customer,0
31.0,Management,Single,Tertiary,No,2384.0,Yes,No,Cellular,14,Apr,608.0,2,-1,0,New_customer,0
29.0,Technician,Single,Secondary,No,307.0,Yes,No,Cellular,3,Feb,216.0,1,-1,0,New_customer,0
48.0,Admin,Married,Secondary,No,292.0,Yes,Yes,Cellular,29,Jul,164.0,6,-1,0,New_customer,0
43.0,Blue-Collar,Married,Primary,No,3131.0,Yes,No,Cellular,3,Jun,441.0,3,-1,0,New_customer,0
29.0,Technician,Married,Secondary,No,0.0,No,No,Cellular,12,May,33.0,2,-1,0,New_customer,0
39.0,Management,Single,Tertiary,No,2258.0,Yes,No,Cellular,31,Jul,255.0,2,-1,0,New_customer,0
53.0,Management,Married,Tertiary,No,1348.0,No,Yes,Cellular,17,Jul,120.0,3,-1,0,New_customer,0
48.0,Blue-Collar,Married,Secondary,No,741.0,Yes,No,Cellular,16,Apr,227.0,1,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,0.0,No,No,Cellular,22,Apr,176.0,1,-1,0,New_customer,0
52.0,Management,Single,Tertiary,No,741.0,No,No,Cellular,7,Aug,63.0,2,-1,0,New_customer,0
30.0,Admin,Married,Secondary,No,521.0,Yes,No,Cellular,19,Nov,648.0,1,-1,0,New_customer,0
45.0,Entrepreneur,Married,Primary,No,4087.0,Yes,Yes,Cellular,15,May,262.0,2,-1,0,New_customer,0
54.0,Management,Married,Secondary,No,1660.0,No,No,Cellular,20,Nov,337.0,3,-1,0,New_customer,0
44.0,Self-Employed,Married,Secondary,No,163.0,Yes,No,Cellular,12,Aug,44.0,1,100,3,Success,0
35.0,Entrepreneur,Married,Secondary,No,1163.0,Yes,No,Cellular,20,May,284.0,1,-1,0,New_customer,0
34.0,Technician,Single,Tertiary,No,122.0,No,No,Cellular,27,May,73.0,5,-1,0,New_customer,0
22.0,Student,Single,Secondary,No,1.0,No,No,Telephone,15,Jun,263.0,4,-1,0,New_customer,0
65.0,Retired,Married,Primary,No,493.0,No,No,Cellular,16,Oct,622.0,1,182,1,Failure,0
49.0,Management,Married,Tertiary,No,0.0,No,No,Cellular,19,Nov,99.0,2,-1,0,New_customer,0
38.0,Management,Single,Tertiary,No,715.0,Yes,No,Cellular,2,Apr,951.0,1,132,3,Failure,0
